,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
389,cuamba,-14.8031,36.5372,72.41,65,10,0.47,MZ,1651332371
390,jinka,5.65,36.65,71.98,73,59,1.95,ET,1651332372
391,mount hagen,-5.8581,144.2274,57.81,98,96,1.48,PG,1651332373
392,hofn,64.2539,-15.2082,47.53,75,10,11.59,IS,1651332373
393,chupa,66.27,33.0549,36,64,91,7.52,RU,1651332374
394,matagami,49.7502,-77.6328,44.71,26,0,6.91,CA,1651332374
395,sungaipenuh,-2.0833,101.3833,66.25,98,99,1.41,ID,1651332375
396,kirovskiy,45.0917,133.5136,41.97,61,100,5.03,RU,1651332376
397,fasa,28.9383,53.6482,74.44,29,40,9.22,IR,1651332376
398,nha trang,12.25,109.1833,78.8,88,100,6.51,VN,1651332234
399,gavrilov posad,56.5597,40.1175,41.14,50,96,10.6,RU,1651332377
400,ladario,-19.0047,-57.6017,79.09,69,20,6.91,BR,1651332378
401,balykshi,47.0667,51.8667,60.8,63,0,20.13,KZ,1651332264
402,yangambi,0.8102,24.4336,85.5,55,100,2.62,CD,1651332379
403,bubaque,11.2833,-15.8333,78.71,62,19,10.78,GW,1651332379
404,sentyabrskiy,,,,,,,,
405,nushki,29.5542,66.0215,89.02,11,0,5.84,PK,1651332380
406,artyk,,,,,,,,
407,diapaga,12.0708,1.7889,105.44,13,99,2.26,BF,1651332381
408,adelaide,-34.9333,138.6,57.15,75,40,6.91,AU,1651332333
409,manakara,-22.1333,48.0167,73.98,81,17,4.29,MG,1651332382
410,lucani,43.8608,20.1381,68.45,57,68,8.5,RS,1651332383
411,tulnici,45.9167,26.6667,55.09,52,60,4.43,RO,1651332383
412,mount gambier,-37.8333,140.7667,55.31,94,100,11.5,AU,1651332249
413,attawapiskat,,,,,,,,
414,lukovetskiy,64.2956,41.9211,34.38,70,99,6.08,RU,1651332384
415,raudeberg,61.9875,5.1352,45.27,76,95,4.85,NO,1651332385
416,pacific grove,36.6177,-121.9166,51.17,88,75,8.05,US,1651332120
417,la gaulette,,,,,,,,
418,matara,5.9485,80.5353,81.7,85,36,9.4,LK,1651332386
419,garbova,45.8667,23.7333,65.43,47,7,7.83,RO,1651332387
420,antiguo morelos,22.5495,-99.0812,78.53,65,0,3.85,MX,1651332387
421,walvis bay,-22.9575,14.5053,61.09,58,2,15.5,NA,1651332388
422,iaciara,-14.0958,-46.6317,88.61,24,9,5.97,BR,1651332389
423,chimore,-16.9833,-65.1333,79.5,70,88,1.66,BO,1651332390
424,lashio,22.9333,97.75,68.74,67,16,2.39,MM,1651332390
425,grand gaube,-20.0064,57.6608,76.37,75,33,1.99,MU,1651332146
426,kyren,51.6828,102.1408,50.47,52,97,3.87,RU,1651332391
427,vangaindrano,-23.35,47.6,71.76,87,0,3.8,MG,1651332392
428,dehui,44.5333,125.7,39.24,58,95,12.77,CN,1651332392
429,sayanskiy,,,,,,,,
430,hami,42.8,93.45,64.67,14,1,2.86,CN,1651332393
431,pinega,64.7001,43.3936,33.55,65,98,8.08,RU,1651332394
432,ghosi,26.1083,83.5436,81.32,55,42,20.51,IN,1651332395
433,guarapari,-20.6667,-40.4975,82.89,61,3,7.85,BR,1651332395
434,bolungarvik,,,,,,,,
435,eyl,7.9803,49.8164,85.24,71,60,11.72,SO,1651332396
436,brae,60.3964,-1.353,46.63,70,100,10.31,GB,1651332397
437,marathopolis,,,,,,,,
438,pecos,31.4229,-103.4932,69.69,17,0,11.5,US,1651332398
439,kamakura,35.3089,139.5503,54.12,58,85,10.83,JP,1651332398
440,gat,31.61,34.7642,69.78,100,0,16.71,IL,1651332399
441,buchanan,5.8808,-10.0467,85.1,71,75,7.25,LR,1651332400
442,pop,40.8736,71.1089,79.29,28,1,5.91,UZ,1651332400
443,muros,42.7762,-9.0603,70.09,61,7,5.03,ES,1651332126
444,ayan,56.45,138.1667,32.49,96,100,7.2,RU,1651332401
445,lata,40.1629,-8.3327,78.3,42,10,11.41,PT,1651332402
446,chifeng,42.2683,118.9636,46,20,73,7.65,CN,1651332402
447,toamasina,-18.1667,49.3833,73.53,80,0,4.14,MG,1651332403
448,oussouye,12.485,-16.5469,78.89,23,16,9.78,SN,1651332324
449,bethalto,38.9092,-90.0407,68.09,83,100,8.01,US,1651332404
450,jizan,17.3333,42.6667,90.54,46,59,3.58,SA,1651332194
451,grande-riviere,,,,,,,,
452,sobolevo,54.4299,31.8996,47.71,49,95,6.38,RU,1651332405
453,codrington,-38.2667,141.9667,53.83,88,37,12.8,AU,1651332406
454,shunyi,40.125,116.6453,49.95,50,0,2.24,CN,1651332406
455,boende,-0.2167,20.8667,87.82,55,68,0.43,CD,1651332407
456,kardailovo,51.5386,53.9042,52.18,59,85,5.73,RU,1651332408
457,verkhoyansk,67.5447,133.385,10.56,90,10,5.1,RU,1651332408
458,yar-sale,66.8333,70.8333,18.77,86,66,8.25,RU,1651332409
459,bambari,5.768,20.6757,89.83,47,99,4.97,CF,1651332410
460,los llanos de aridane,28.6585,-17.9182,68.13,74,0,13.8,ES,1651332410
461,conneaut,41.9476,-80.5542,57.04,55,100,7.58,US,1651332411
462,tahta,26.7693,31.5021,98.28,9,20,18.95,EG,1651332411
463,benghazi,32.1167,20.0667,71.76,55,89,19.69,LY,1651332412
464,kutum,14.2,24.6667,95.95,6,15,16.24,SD,1651332412
465,yurya,,,,,,,,
466,tambura,5.6,27.4667,88.07,42,99,9.31,SS,1651332413
467,paso de los toros,-32.8167,-56.5167,58.55,68,77,11.39,UY,1651332414
468,monrovia,6.3005,-10.7969,92.97,71,37,5.53,LR,1651332415
469,balkanabat,39.5108,54.3671,72.14,64,100,13.33,TM,1651332415
470,san bonifacio,45.3969,11.2844,70.95,64,85,6.04,IT,1651332416
471,yumen,40.2833,97.2,50.81,17,4,6.08,CN,1651332417
472,san marcos,33.1434,-117.1661,60.55,78,0,1.01,US,1651332417
473,prokhorovka,51.0374,36.7325,54.97,62,95,11.88,RU,1651332418
474,bargur,12.5424,78.3539,93.96,30,100,10.04,IN,1651332419
475,coruripe,-10.1256,-36.1756,81.52,69,94,9.24,BR,1651332205
476,oyama,36.3,139.8,58.59,53,76,5.68,JP,1651332420
477,arlit,18.7369,7.3853,104.22,5,100,9.15,NE,1651332420
478,san patricio,28.017,-97.5169,81.73,64,5,12.33,US,1651332421
479,hailey,43.5196,-114.3153,38.3,56,0,11.5,US,1651332422
480,san cristobal,7.7669,-72.225,80.78,78,100,7.09,VE,1651332422
481,dasoguz,41.8363,59.9666,73.35,35,0,11.5,TM,1651332423
482,viedma,-40.8135,-62.9967,54.46,34,100,16.96,AR,1651332424
483,galesong,-5.3166,119.3661,77.02,82,76,6.02,ID,1651332424
484,poya,-21.35,165.15,70.54,84,13,3.58,NC,1651332425
485,bana,5.1481,10.2762,74.35,68,100,2.42,CM,1651332425
486,jiddah,,,,,,,,
487,hambantota,6.1241,81.1185,77.34,100,20,2.3,LK,1651332426
488,athens,37.9795,23.7162,71.46,44,20,10.36,GR,1651332290
489,moron,-34.6534,-58.6198,56.7,60,100,2.95,AR,1651332427
490,porangatu,-13.4408,-49.1486,88.5,32,6,6.33,BR,1651332428
491,la jagua del pilar,10.5102,-73.071,86.88,65,100,2.75,CO,1651332429
492,bulgan,48.8125,103.5347,51.73,30,84,2.06,MN,1651332429
493,peniche,39.3558,-9.3811,74.55,60,8,12.41,PT,1651332235
494,bokhan,53.153,103.7714,53.58,78,100,6.29,RU,1651332430
495,caluquembe,-13.7833,14.6833,74.48,44,34,5.06,AO,1651332431
496,avera,33.194,-82.5271,73.04,56,87,7.36,US,1651332431
497,ulagan,50.6321,87.9563,49.87,53,100,3.2,RU,1651332432
498,opuwo,-18.0607,13.84,81.45,32,64,3.96,NA,1651332433
499,baykit,61.67,96.37,34.45,91,98,3.56,RU,1651332433
500,riyadh,24.6877,46.7219,91.54,13,0,13.94,SA,1651332434
501,hasaki,35.7333,140.8333,46.8,54,47,11.54,JP,1651332435
502,pavino,59.1139,46.1414,35.67,82,100,7.36,RU,1651332435
503,mehamn,71.0357,27.8492,29.44,59,83,17.52,NO,1651332436
504,fully,46.1385,7.1147,63.79,30,75,16.11,CH,1651332437
505,marystown,47.1666,-55.1483,44.71,85,99,2.26,CA,1651332437
506,tesistan,20.7833,-103.4833,71.44,15,11,0.74,MX,1651332438
507,arkadelphia,34.1209,-93.0538,71.37,82,100,13.8,US,1651332439
508,usinsk,65.9939,57.5281,25.88,79,24,11.01,RU,1651332439
509,tessalit,20.1986,1.0114,99.57,6,2,20.65,ML,1651332440
510,kachiry,53.0675,76.1036,70.92,31,99,6.22,KZ,1651332440
511,panaba,21.2833,-88.2667,85.6,51,0,11.61,MX,1651332441
512,sanguem,15.2333,74.1667,85.48,82,22,3.91,IN,1651332442
513,sakakah,29.9697,40.2064,99.97,14,13,15.66,SA,1651332443
514,shellbrook,53.2168,-106.4011,49.23,64,100,7.09,CA,1651332443
515,langsa,4.4683,97.9683,77.59,95,100,2.71,ID,1651332444
516,tevaitoa,-16.7833,-151.5,80.24,75,14,18.16,PF,1651332445
517,the valley,18.217,-63.0578,79.23,94,75,9.22,AI,1651332445
518,zhemchuzhnyy,,,,,,,,
519,touros,-5.1989,-35.4608,85.87,64,79,16.15,BR,1651332446
520,bourg-en-bresse,46.1667,5.1667,64.49,48,14,9.55,FR,1651332320
521,ejido,8.5514,-71.2375,77.58,69,100,6.04,VE,1651332447
522,batemans bay,-35.7167,150.1833,60.1,78,81,3.76,AU,1651332159
523,vostok,46.4856,135.8833,36.16,95,100,1.92,RU,1651332448
524,kandrian,-6.2167,149.55,77.86,88,100,3.76,PG,1651332448
525,otane,-39.8833,176.6333,44.01,94,4,2.06,NZ,1651332449
526,pavlysh,48.9176,33.3569,57.9,45,23,4.68,UA,1651332450
527,zima,53.9202,102.0442,54.05,74,100,1.83,RU,1651332450
528,harbour breton,47.4833,-55.7983,44.06,81,100,2.93,CA,1651332451
529,beremend,45.7911,18.4326,67.28,60,88,5.28,HU,1651332452
530,lakes entrance,-37.8811,147.981,47.16,70,15,8.3,AU,1651332452
531,lamar,33.6668,-95.5836,75.04,83,100,14.97,US,1651332453
532,hualmay,-11.0964,-77.6139,70.66,76,91,8.01,PE,1651332454
533,zhangjiakou,40.81,114.8794,48.47,17,0,7.49,CN,1651332454
534,hohhot,40.8106,111.6522,37.69,28,0,6.71,CN,1651332455
535,muncar,-8.4333,114.3333,77.74,86,73,3.22,ID,1651332455
536,rocha,-34.4833,-54.3333,59.27,55,100,4.23,UY,1651332456
537,okandja,,,,,,,,
538,isangel,-19.55,169.2667,73.51,94,100,1.14,VU,1651332457
539,polis,35.0367,32.4264,73.29,62,1,10.51,CY,1651332457
540,calmar,53.2668,-113.8187,43.07,65,20,3.44,CA,1651332458
541,chaupal,30.95,77.5833,56.59,45,14,6.67,IN,1651332459
542,ko samui,9.5357,99.9357,84.74,74,77,7.7,TH,1651332443
543,beidao,34.5686,105.8933,48.97,36,100,0.92,CN,1651332460
544,ocos,14.5094,-92.1933,86.18,70,52,2.77,GT,1651332461
545,lucapa,-8.4192,20.7447,80.31,61,65,2.68,AO,1651332461
546,verkhniy ufaley,56.0567,60.2306,40.86,50,76,6.33,RU,1651332462
547,port hawkesbury,45.6169,-61.3485,41.7,97,100,11.5,CA,1651332306
548,ixtapa,20.7,-105.2,70.83,49,20,0,MX,1651332463
549,urucui,-7.2294,-44.5561,90,40,83,7.27,BR,1651332463
550,liverpool,53.4106,-2.9779,57.51,61,20,8.05,GB,1651332464
551,waddan,29.1614,16.139,92.62,9,100,17.65,LY,1651332465
552,atar,20.5169,-13.0499,93.25,14,0,0,MR,1651332465
553,ternate,0.8,127.4,81.72,78,100,5.23,ID,1651332466
554,ravanusa,37.2667,13.969,66.76,43,44,10.38,IT,1651332466
555,kuala krai,,,,,,,,
556,pasighat,28.0667,95.3333,72.84,72,100,3,IN,1651332467
557,kenora,49.8167,-94.4337,41.97,87,100,9.22,CA,1651332220
558,ulkan,57.243,107.3223,43.79,98,100,3.83,RU,1651332468
559,nishihara,26.1842,127.7558,70.88,73,100,8.05,JP,1651332469
560,sault sainte marie,46.5168,-84.3333,52.48,31,0,13.8,CA,1651332408
561,port hedland,-20.3167,118.5667,75.25,60,98,8.05,AU,1651332469
562,bilibino,68.0546,166.4372,-3.53,100,85,4.56,RU,1651332470
563,bocas del toro,9.3333,-82.25,80.28,80,88,8.19,PA,1651332470
564,dawson creek,55.7666,-120.2362,31.64,93,100,2.3,CA,1651332471
565,neepawa,50.2289,-99.4664,43.2,96,100,18.21,CA,1651332472
566,ambilobe,-13.2,49.05,76.39,89,42,1.07,MG,1651332472
567,kouango,4.9934,19.9619,89.98,46,86,4.74,CF,1651332473
568,kaitong,44.8135,123.15,40.57,44,95,3.4,CN,1651332474
569,pinehurst,35.1954,-79.4695,69.96,66,100,12.66,US,1651332441
570,pleshanovo,52.8333,53.4833,52.45,43,48,2.73,RU,1651332475
571,vuktyl,63.8567,57.3094,30.25,95,100,4.41,RU,1651332475
572,sabalgarh,26.25,77.4,98.13,13,28,7.56,IN,1651332476
573,marabba,12.35,32.1833,106.47,5,3,7.47,SD,1651332476
574,mettur,11.8,77.8,95.07,33,84,2.17,IN,1651332477
575,porto murtinho,-21.6989,-57.8825,88.05,46,70,1.54,BR,1651332478
576,fairbanks,64.8378,-147.7164,32.47,76,0,5.75,US,1651332332
577,meghri,38.9029,46.2446,63.99,77,90,6.11,AM,1651332479
578,mount darwin,-16.7725,31.5838,74.93,46,1,1.63,ZW,1651332479
579,cortez,37.3489,-108.5859,45.52,29,0,3.44,US,1651332480
580,vengerovo,55.6848,76.7471,52.27,67,100,15.28,RU,1651332480
581,nueve de julio,-35.4444,-60.8831,55.78,34,79,6.15,AR,1651332204
582,machali,-34.1833,-70.6667,56.48,58,0,5.75,CL,1651332481
583,harboore,56.6175,8.1807,56.08,68,13,7.05,DK,1651332482
584,vagur,61.4732,-6.8119,45.23,90,100,12.01,FO,1651332483
585,bennington,42.8781,-73.1968,51.49,35,0,13.8,US,1651332483
586,goderich,43.7501,-81.7165,57.52,28,100,11.5,CA,1651332484
587,gharb,,,,,,,,
588,yulara,-25.2406,130.9889,62.44,63,40,11.5,AU,1651332485
589,oshkosh,44.0247,-88.5426,50.05,46,100,20.71,US,1651332440
590,kajaani,64.2273,27.7285,37.45,75,100,6.91,FI,1651332486
591,kununurra,-15.7667,128.7333,82.38,78,100,4.61,AU,1651332213
592,gamba,-2.65,10,82.02,70,100,2.68,GA,1651332487
593,santa maria,-29.6842,-53.8069,63.7,68,0,12.66,BR,1651332487
594,kapoeta,4.7717,33.5903,86.07,49,92,5.84,SS,1651332325
595,canyon,34.9803,-101.9188,58.62,29,0,13.06,US,1651332488
596,astana,51.1801,71.446,71.55,21,0,4.47,KZ,1651332489
597,mayumba,-3.432,10.6554,81.41,75,100,6.2,GA,1651332489
598,acajutla,13.5928,-89.8275,82.54,68,98,3.71,SV,1651332490
599,great yarmouth,52.6083,1.7305,56.44,68,47,9.55,GB,1651332491
600,sindi,20.8,78.8667,99.48,11,6,12.53,IN,1651332491
601,findochty,57.6974,-2.901,53.78,56,100,11.01,GB,1651332492
602,ust-bolsheretsk,,,,,,,,
603,kiunga,-6.1219,141.2906,76.93,80,100,0.78,PG,1651332493
604,tyukalinsk,55.8732,72.1967,46.24,42,100,10.65,RU,1651332493
605,sijunjung,-0.6876,100.9537,73.8,98,91,1.92,ID,1651332494
606,tazovskiy,67.4667,78.7,26.44,90,99,20.58,RU,1651332495
607,cauquenes,-35.9671,-72.3225,55.63,45,0,5.7,CL,1651332496
608,zhanakorgan,43.9098,67.2495,80.76,18,96,8.52,KZ,1651332496
609,hobyo,5.3505,48.5268,85.59,69,62,10.6,SO,1651332497
610,mahebourg,-20.4081,57.7,77.29,78,40,6.91,MU,1651332497
611,bechem,7.0903,-2.025,95.9,34,77,5.21,GH,1651332498
612,narsaq,60.9167,-46.05,52.02,56,40,4.25,GL,1651332250
613,sishui,35.6489,117.2758,53.67,35,99,3.53,CN,1651332499
614,goroka,-6.0834,145.3873,61.34,97,98,0.87,PG,1651332500
615,akdagmadeni,39.6603,35.8836,61.84,61,74,11.01,TR,1651332500
616,maniitsoq,65.4167,-52.9,23.41,53,14,10.85,GL,1651332501
617,florencia,43.7667,11.25,75,28,0,5.99,IT,1651332502
618,ahuimanu,21.4447,-157.8378,73.58,77,40,19.57,US,1651332503
619,talcahuano,-36.7167,-73.1167,49.68,71,0,6.91,CL,1651332210
620,labrea,-7.2586,-64.7981,90.07,54,90,2.28,BR,1651332504
621,ringkobing,56.0901,8.244,54.01,71,8,9.53,DK,1651332504
622,grants,35.1473,-107.8514,50.23,14,0,5.75,US,1651332505
623,tawnat,,,,,,,,
624,vardo,70.3705,31.1107,30.02,64,100,16.58,NO,1651332506
625,fort nelson,58.8053,-122.7002,29.79,74,20,0,CA,1651332506
